Item_ID,SKU_Code,Category,Supplier,Daily_Demand,Lead_Time_Days,Current_Inventory,Safety_Stock,Reorder_Point,Unit_Cost,Stockout_Risk_Score,Warehouse
3035,SKU-03035,Clothing,Supplier_B,110,11,394,220,287,1605.91,0.636,WH2
3036,SKU-03036,Clothing,Supplier_A,100,3,78,183,216,1389.06,0.928,WH2
3037,SKU-03037,Clothing,Supplier_A,12,13,73,143,125,1972.39,0.845,WH1
3038,SKU-03038,Clothing,Supplier_C,60,7,788,33,206,318.9,0.069,WH1
3039,SKU-03039,Electronics,Supplier_B,108,8,264,210,250,163.72,0.845,WH1
3040,SKU-03040,Electronics,Supplier_A,87,7,168,228,283,585.87,0.452,WH2
3041,SKU-03041,Beauty,Supplier_B,48,9,387,16,281,87.15,0.35,WH1
3042,SKU-03042,Grocery,Supplier_B,192,10,35,15,261,1868.59,0.672,WH3
3043,SKU-03043,Home,Supplier_C,107,9,195,127,203,642.71,0.95,WH2
3044,SKU-03044,Home,Supplier_A,116,6,559,170,262,1127.24,0.094,WH2
3045,SKU-03045,Electronics,Supplier_C,173,9,425,94,136,670.24,0.768,WH2
3046,SKU-03046,Home,Supplier_A,153,11,486,257,67,529.33,0.204,WH3
3047,SKU-03047,Electronics,Supplier_B,46,11,148,175,240,347.11,0.38,WH3
3048,SKU-03048,Beauty,Supplier_A,161,10,242,154,357,674.71,0.874,WH1
3049,SKU-03049,Grocery,Supplier_A,197,9,263,40,103,1250.07,0.546,WH1
3050,SKU-03050,Beauty,Supplier_B,149,3,445,229,265,1944.66,0.067,WH2
3051,SKU-03051,Clothing,Supplier_B,34,3,373,142,91,1138.28,0.508,WH1
3052,SKU-03052,Clothing,Supplier_A,30,13,769,73,398,1088.78,0.79,WH3
3053,SKU-03053,Clothing,Supplier_C,185,4,763,85,279,118.76,0.529,WH1
3054,SKU-03054,Beauty,Supplier_A,129,8,345,140,279,1688.19,0.167,WH1
3055,SKU-03055,Home,Supplier_B,23,10,623,47,231,137.44,0.445,WH2
3056,SKU-03056,Grocery,Supplier_C,57,9,22,63,190,1817.15,0.924,WH3
3057,SKU-03057,Clothing,Supplier_B,89,10,498,139,337,1100.41,0.658,WH3
3058,SKU-03058,Clothing,Supplier_B,21,7,100,227,388,378.51,0.73,WH3
3059,SKU-03059,Clothing,Supplier_C,178,2,63,11,386,930.83,0.786,WH1
3060,SKU-03060,Grocery,Supplier_B,108,13,174,255,371,1990.22,0.091,WH3
3061,SKU-03061,Clothing,Supplier_B,185,5,555,149,131,644.91,0.582,WH1
3062,SKU-03062,Grocery,Supplier_B,109,14,118,267,216,575.45,0.376,WH2
3063,SKU-03063,Clothing,Supplier_B,108,7,416,114,383,280.11,0.139,WH3
3064,SKU-03064,Beauty,Supplier_B,196,13,190,194,103,1214.43,0.203,WH2
3065,SKU-03065,Beauty,Supplier_B,177,7,167,253,122,223.99,0.781,WH1
3066,SKU-03066,Grocery,Supplier_B,181,9,142,173,262,1543.72,0.161,WH3
3067,SKU-03067,Beauty,Supplier_B,151,2,131,141,220,1842.49,0.312,WH1
3068,SKU-03068,Grocery,Supplier_B,128,14,149,212,319,1867.15,0.285,WH3
3069,SKU-03069,Beauty,Supplier_A,85,12,87,219,268,260.44,0.049,WH1
3070,SKU-03070,Beauty,Supplier_A,197,3,748,110,185,1138.61,0.462,WH1
3071,SKU-03071,Grocery,Supplier_B,41,3,627,280,84,239.36,0.766,WH1
3072,SKU-03072,Home,Supplier_A,125,14,676,58,195,1165.43,0.022,WH2
3073,SKU-03073,Beauty,Supplier_C,74,7,564,248,232,1639.21,0.113,WH3
3074,SKU-03074,Clothing,Supplier_A,158,12,305,224,127,1098.69,0.72,WH1
3075,SKU-03075,Home,Supplier_B,134,8,24,289,357,1750.5,0.594,WH3
3076,SKU-03076,Grocery,Supplier_B,63,3,137,86,302,1613.26,0.715,WH1
3077,SKU-03077,Home,Supplier_A,122,6,671,160,377,589.27,0.23,WH3
3078,SKU-03078,Electronics,Supplier_B,137,7,249,166,285,1278.7,0.804,WH1
3079,SKU-03079,Electronics,Supplier_C,41,5,179,207,371,64.45,0.48,WH1
3080,SKU-03080,Beauty,Supplier_C,35,2,313,296,386,822.28,0.61,WH2
3081,SKU-03081,Beauty,Supplier_B,103,4,780,33,126,514.02,0.092,WH3
3082,SKU-03082,Clothing,Supplier_C,98,11,205,18,122,1877.38,0.205,WH2
3083,SKU-03083,Home,Supplier_C,180,10,571,141,76,840.51,0.773,WH1
3084,SKU-03084,Electronics,Supplier_A,10,14,243,86,87,1325.43,0.224,WH2
3085,SKU-03085,Beauty,Supplier_C,19,7,171,235,303,1477.36,0.093,WH2
3086,SKU-03086,Home,Supplier_A,147,3,159,140,135,1557.76,0.597,WH2
3087,SKU-03087,Beauty,Supplier_B,193,10,386,99,80,1484.76,0.548,WH2
3088,SKU-03088,Beauty,Supplier_A,20,5,147,126,254,613.87,0.608,WH3
3089,SKU-03089,Electronics,Supplier_B,24,12,370,119,242,1387.83,0.618,WH2
3090,SKU-03090,Electronics,Supplier_B,81,14,166,280,279,1120.57,0.5,WH1
3091,SKU-03091,Beauty,Supplier_B,48,9,304,236,230,1214.88,0.494,WH1
3092,SKU-03092,Grocery,Supplier_B,174,11,488,253,294,51.59,0.924,WH2
3093,SKU-03093,Beauty,Supplier_B,50,8,237,64,89,553.6,0.534,WH2
3094,SKU-03094,Beauty,Supplier_A,99,13,455,46,378,1864.83,0.617,WH2
3095,SKU-03095,Clothing,Supplier_B,166,12,751,64,206,615.65,0.267,WH1
3096,SKU-03096,Clothing,Supplier_C,68,4,164,21,217,904.13,0.871,WH2
3097,SKU-03097,Clothing,Supplier_C,161,9,296,194,207,414.01,0.024,WH3
3098,SKU-03098,Grocery,Supplier_B,135,5,773,246,179,320.27,0.557,WH2
3099,SKU-03099,Grocery,Supplier_C,13,3,79,213,131,456.9,0.384,WH3
3100,SKU-03100,Beauty,Supplier_A,157,12,629,220,205,1129.61,0.604,WH2
3101,SKU-03101,Clothing,Supplier_A,46,6,394,235,224,1842.11,0.36,WH1
3102,SKU-03102,Grocery,Supplier_B,178,2,423,16,337,686.09,0.718,WH1
3103,SKU-03103,Electronics,Supplier_B,77,14,712,229,137,680.65,0.02,WH2
3104,SKU-03104,Beauty,Supplier_B,88,9,133,37,151,1150.07,0.406,WH3
3105,SKU-03105,Home,Supplier_C,63,9,514,221,297,745.65,0.831,WH1
3106,SKU-03106,Beauty,Supplier_C,25,4,634,198,255,1825.31,0.25,WH1
3107,SKU-03107,Home,Supplier_A,154,2,355,84,138,786.8,0.053,WH1
3108,SKU-03108,Clothing,Supplier_C,161,5,588,251,394,1006.36,0.497,WH2
3109,SKU-03109,Home,Supplier_A,67,10,304,123,337,1090.11,0.977,WH2
3110,SKU-03110,Clothing,Supplier_C,77,10,148,176,359,1575.03,0.064,WH2
3111,SKU-03111,Electronics,Supplier_A,65,2,334,115,145,1149.62,0.07,WH3
3112,SKU-03112,Home,Supplier_B,68,12,617,160,208,516.35,0.595,WH2
3113,SKU-03113,Beauty,Supplier_C,73,8,731,93,163,291.78,0.25,WH3
3114,SKU-03114,Clothing,Supplier_A,172,7,90,221,73,1878.66,0.41,WH2
3115,SKU-03115,Beauty,Supplier_C,133,8,364,276,212,1613.05,0.831,WH3
3116,SKU-03116,Grocery,Supplier_B,110,8,117,278,335,94.78,0.199,WH3
3117,SKU-03117,Clothing,Supplier_A,69,9,319,186,104,1651.98,0.719,WH2
3118,SKU-03118,Home,Supplier_C,126,9,195,280,113,1201.67,0.504,WH3
3119,SKU-03119,Clothing,Supplier_C,66,11,764,191,82,1061.84,0.905,WH1
3120,SKU-03120,Beauty,Supplier_B,186,12,94,168,95,73.85,0.973,WH1
3121,SKU-03121,Electronics,Supplier_B,107,3,162,198,268,1572.68,0.485,WH2
3122,SKU-03122,Clothing,Supplier_A,64,13,42,195,338,436.23,0.585,WH1
3123,SKU-03123,Home,Supplier_C,50,13,200,255,245,1469.56,0.746,WH2
3124,SKU-03124,Grocery,Supplier_C,9,13,64,51,302,80.94,0.319,WH3
3125,SKU-03125,Electronics,Supplier_B,117,5,488,294,335,1602.89,0.227,WH1
3126,SKU-03126,Grocery,Supplier_B,154,5,111,190,285,94.93,0.965,WH3
3127,SKU-03127,Clothing,Supplier_A,185,14,288,191,128,509.99,0.433,WH2
3128,SKU-03128,Beauty,Supplier_C,74,12,53,227,141,573.14,0.002,WH2
3129,SKU-03129,Beauty,Supplier_C,164,11,697,172,145,357.14,0.838,WH3
3130,SKU-03130,Home,Supplier_A,15,13,601,55,277,988.06,0.6,WH2
3131,SKU-03131,Beauty,Supplier_A,142,14,383,101,335,603.19,0.169,WH1
3132,SKU-03132,Electronics,Supplier_B,171,9,727,114,284,1986.91,0.03,WH2
3133,SKU-03133,Beauty,Supplier_B,102,14,152,216,151,1180.94,0.291,WH1
3134,SKU-03134,Home,Supplier_A,35,14,778,148,301,1154.63,0.928,WH2
3135,SKU-03135,Clothing,Supplier_A,16,4,401,38,189,480.7,0.933,WH1
3136,SKU-03136,Clothing,Supplier_C,112,13,699,260,372,846.94,0.311,WH2
3137,SKU-03137,Beauty,Supplier_A,84,14,296,200,192,291.76,0.836,WH2
3138,SKU-03138,Grocery,Supplier_A,170,14,175,56,289,1536.93,0.442,WH3
3139,SKU-03139,Clothing,Supplier_C,71,13,406,260,315,695.76,0.654,WH3
3140,SKU-03140,Beauty,Supplier_A,198,4,554,272,391,1516.33,0.334,WH1
3141,SKU-03141,Home,Supplier_B,56,14,219,73,110,774.81,0.516,WH3
3142,SKU-03142,Beauty,Supplier_B,137,3,294,277,72,1978.08,0.294,WH3
3143,SKU-03143,Clothing,Supplier_C,143,2,520,21,60,383.69,0.061,WH1
3144,SKU-03144,Home,Supplier_A,29,9,478,38,65,52.97,0.139,WH3
3145,SKU-03145,Beauty,Supplier_B,39,10,69,148,98,1209.91,0.291,WH1
3146,SKU-03146,Electronics,Supplier_B,167,10,717,94,385,1908.26,0.976,WH1
3147,SKU-03147,Home,Supplier_B,26,12,551,83,219,1311.76,0.966,WH1
3148,SKU-03148,Electronics,Supplier_B,169,9,647,260,168,217.16,0.828,WH1
3149,SKU-03149,Grocery,Supplier_A,187,6,111,233,91,1103.94,0.233,WH2
3150,SKU-03150,Home,Supplier_A,100,2,475,56,59,1823.5,0.442,WH2
3151,SKU-03151,Electronics,Supplier_A,121,10,358,90,98,62.69,0.44,WH1
3152,SKU-03152,Clothing,Supplier_A,196,7,72,130,314,375.48,0.387,WH3
3153,SKU-03153,Clothing,Supplier_B,24,13,515,52,256,1638.4,0.045,WH1
3154,SKU-03154,Grocery,Supplier_C,110,8,654,155,216,1793.12,0.535,WH1
3155,SKU-03155,Home,Supplier_C,8,9,796,83,51,1428.96,0.073,WH3
3156,SKU-03156,Home,Supplier_B,22,14,23,62,117,1983.54,0.802,WH1
3157,SKU-03157,Home,Supplier_B,55,6,700,242,357,225.92,0.691,WH2
3158,SKU-03158,Grocery,Supplier_C,24,7,300,209,259,1114.07,0.353,WH1
3159,SKU-03159,Home,Supplier_C,126,13,309,171,188,1385.74,0.647,WH2
3160,SKU-03160,Clothing,Supplier_B,141,14,92,46,86,1420.16,0.233,WH3
3161,SKU-03161,Electronics,Supplier_B,84,8,156,106,267,1597.29,0.265,WH3
3162,SKU-03162,Clothing,Supplier_A,158,8,787,58,327,1839.37,0.314,WH3
3163,SKU-03163,Clothing,Supplier_A,106,3,672,19,229,755.2,0.797,WH2
3164,SKU-03164,Electronics,Supplier_C,29,12,412,49,54,133.78,0.211,WH1
3165,SKU-03165,Clothing,Supplier_B,173,13,227,162,179,756.76,0.563,WH3
3166,SKU-03166,Grocery,Supplier_C,63,2,279,115,182,1359.65,0.2,WH3
3167,SKU-03167,Electronics,Supplier_A,49,9,282,50,148,466.24,0.285,WH3
3168,SKU-03168,Clothing,Supplier_A,45,6,524,173,209,1629.45,0.235,WH1
3169,SKU-03169,Beauty,Supplier_C,42,11,569,267,285,478.54,0.645,WH1
3170,SKU-03170,Clothing,Supplier_A,121,3,222,220,196,69.62,0.527,WH2
3171,SKU-03171,Grocery,Supplier_B,23,4,755,211,164,1040.76,0.721,WH2
3172,SKU-03172,Home,Supplier_C,18,7,366,204,53,1466.6,0.22,WH1
3173,SKU-03173,Clothing,Supplier_B,131,11,71,62,136,731.83,0.009,WH1
3174,SKU-03174,Home,Supplier_B,153,7,612,156,95,1510.35,0.681,WH3
3175,SKU-03175,Beauty,Supplier_A,147,9,375,291,132,904.89,0.115,WH3
3176,SKU-03176,Clothing,Supplier_B,7,6,742,252,203,384.84,0.246,WH2
3177,SKU-03177,Electronics,Supplier_C,41,6,538,60,355,226.59,0.306,WH3
3178,SKU-03178,Home,Supplier_B,121,8,382,123,331,1435.64,0.747,WH1
3179,SKU-03179,Beauty,Supplier_B,178,11,64,282,376,802.14,0.626,WH1
3180,SKU-03180,Electronics,Supplier_B,20,14,397,129,337,1829.91,0.184,WH2
3181,SKU-03181,Electronics,Supplier_B,146,6,431,198,160,1103.5,0.598,WH1
3182,SKU-03182,Electronics,Supplier_B,13,10,790,55,166,729.44,0.708,WH2
3183,SKU-03183,Electronics,Supplier_A,11,7,161,252,146,730.53,0.389,WH3
3184,SKU-03184,Clothing,Supplier_C,146,8,277,59,331,306.3,0.246,WH2
3185,SKU-03185,Clothing,Supplier_A,138,13,56,20,238,1207.89,0.679,WH1
3186,SKU-03186,Clothing,Supplier_C,19,9,64,57,137,1185.23,0.611,WH3
3187,SKU-03187,Beauty,Supplier_C,184,14,651,65,356,1609.99,0.078,WH1
3188,SKU-03188,Beauty,Supplier_C,76,6,65,17,136,442.33,0.667,WH1
3189,SKU-03189,Beauty,Supplier_C,166,12,671,23,75,617.04,0.489,WH3
3190,SKU-03190,Grocery,Supplier_C,108,5,584,224,80,239.61,0.753,WH1
3191,SKU-03191,Beauty,Supplier_B,133,13,320,254,175,625.92,0.191,WH1
3192,SKU-03192,Clothing,Supplier_A,100,9,307,63,247,884.8,0.258,WH3
3193,SKU-03193,Clothing,Supplier_A,126,13,288,282,350,1929.86,0.543,WH1
3194,SKU-03194,Grocery,Supplier_B,119,11,81,140,80,1323.48,0.482,WH2
3195,SKU-03195,Grocery,Supplier_C,152,10,585,18,366,1576.6,0.386,WH1
3196,SKU-03196,Beauty,Supplier_A,84,2,600,221,281,684.74,0.746,WH1
3197,SKU-03197,Home,Supplier_B,11,4,261,131,94,331.8,0.565,WH3
3198,SKU-03198,Grocery,Supplier_B,139,13,783,123,365,550.6,0.71,WH2
3199,SKU-03199,Electronics,Supplier_A,54,5,373,29,238,550.11,0.153,WH1
3200,SKU-03200,Clothing,Supplier_A,134,14,90,30,101,1187.07,0.729,WH3
3201,SKU-03201,Electronics,Supplier_C,51,8,432,217,101,715.87,0.462,WH1
3202,SKU-03202,Clothing,Supplier_C,18,7,631,42,381,1721.93,0.034,WH1
3203,SKU-03203,Clothing,Supplier_A,35,11,80,142,367,1977.66,0.234,WH1
3204,SKU-03204,Grocery,Supplier_C,54,11,634,200,372,719.43,0.026,WH2
3205,SKU-03205,Grocery,Supplier_B,193,12,471,35,128,1424.87,0.457,WH3
3206,SKU-03206,Electronics,Supplier_C,45,2,412,98,98,1332.1,0.326,WH2
3207,SKU-03207,Clothing,Supplier_C,18,5,650,101,279,429.2,0.987,WH1
3208,SKU-03208,Electronics,Supplier_B,137,7,548,42,393,1840.12,0.869,WH2
3209,SKU-03209,Home,Supplier_C,9,4,324,247,93,438.91,0.826,WH1
3210,SKU-03210,Electronics,Supplier_B,196,3,210,27,341,1487.07,0.501,WH2
3211,SKU-03211,Beauty,Supplier_C,161,3,743,283,296,727.84,0.807,WH3
3212,SKU-03212,Electronics,Supplier_A,9,11,97,298,268,765.81,0.267,WH2
3213,SKU-03213,Beauty,Supplier_C,117,13,577,36,71,938.13,0.561,WH3
3214,SKU-03214,Beauty,Supplier_A,122,13,624,117,179,1735.79,0.393,WH1
3215,SKU-03215,Beauty,Supplier_A,100,5,544,235,56,323.49,0.171,WH3
3216,SKU-03216,Home,Supplier_A,40,14,759,28,321,156.41,0.073,WH1
3217,SKU-03217,Electronics,Supplier_A,83,2,320,232,399,833.98,0.558,WH2
3218,SKU-03218,Electronics,Supplier_A,23,11,36,290,93,158.39,0.098,WH2
3219,SKU-03219,Home,Supplier_B,196,3,593,113,289,1390.82,0.718,WH3
3220,SKU-03220,Clothing,Supplier_B,26,14,453,298,114,1532.63,0.921,WH2
3221,SKU-03221,Grocery,Supplier_B,166,11,62,46,295,1716.69,0.162,WH2
3222,SKU-03222,Electronics,Supplier_A,60,3,87,253,122,1500.49,0.471,WH1
3223,SKU-03223,Grocery,Supplier_C,21,5,399,52,120,1836.89,0.739,WH2
3224,SKU-03224,Home,Supplier_B,188,5,231,135,246,1509.19,0.287,WH1
3225,SKU-03225,Clothing,Supplier_C,21,2,222,18,238,1875.35,0.921,WH3
3226,SKU-03226,Clothing,Supplier_C,150,8,745,23,207,426.57,0.888,WH2
3227,SKU-03227,Clothing,Supplier_A,177,8,128,140,379,1024.73,0.104,WH3
3228,SKU-03228,Home,Supplier_A,82,11,303,193,74,1988.16,0.027,WH2
3229,SKU-03229,Beauty,Supplier_A,60,12,625,291,387,1379.08,0.976,WH3
3230,SKU-03230,Beauty,Supplier_B,84,11,244,62,120,1763.35,0.956,WH3
3231,SKU-03231,Grocery,Supplier_A,54,11,756,50,362,109.27,0.422,WH1
3232,SKU-03232,Beauty,Supplier_B,62,2,770,30,272,1749.93,0.051,WH2
3233,SKU-03233,Beauty,Supplier_B,22,12,137,217,209,1410.54,0.619,WH3
3234,SKU-03234,Clothing,Supplier_B,139,9,622,160,355,382.97,0.293,WH1
3235,SKU-03235,Clothing,Supplier_B,80,11,359,78,124,100.08,0.937,WH3
3236,SKU-03236,Grocery,Supplier_A,14,8,300,36,187,556.86,0.795,WH3
3237,SKU-03237,Electronics,Supplier_B,73,8,510,125,90,1835.76,0.65,WH3
3238,SKU-03238,Grocery,Supplier_A,89,12,38,151,352,1352.86,0.285,WH2
3239,SKU-03239,Grocery,Supplier_A,135,7,194,50,383,1842.96,0.701,WH2
3240,SKU-03240,Home,Supplier_B,87,13,488,115,358,919.99,0.289,WH3
3241,SKU-03241,Home,Supplier_A,113,5,637,83,65,1876.42,0.038,WH3
3242,SKU-03242,Grocery,Supplier_C,48,12,779,69,238,952.77,0.508,WH3
3243,SKU-03243,Grocery,Supplier_A,146,9,161,131,77,448.3,0.489,WH2
3244,SKU-03244,Grocery,Supplier_A,136,3,482,212,212,345.22,0.763,WH3
3245,SKU-03245,Beauty,Supplier_B,22,8,317,20,366,1987.93,0.866,WH3
3246,SKU-03246,Home,Supplier_B,97,4,489,156,104,701.03,0.354,WH3
3247,SKU-03247,Grocery,Supplier_A,184,4,724,225,323,362.1,0.449,WH3
3248,SKU-03248,Clothing,Supplier_B,42,8,392,23,354,66.4,0.47,WH2
3249,SKU-03249,Clothing,Supplier_C,152,13,487,76,151,606.86,0.324,WH1
3250,SKU-03250,Beauty,Supplier_C,176,4,457,189,91,1783.78,0.743,WH1
3251,SKU-03251,Beauty,Supplier_B,55,6,739,251,312,1091.32,0.522,WH3
3252,SKU-03252,Electronics,Supplier_A,23,9,462,169,220,1283.25,0.914,WH1
3253,SKU-03253,Electronics,Supplier_C,124,14,475,19,257,1848.66,0.65,WH1
3254,SKU-03254,Electronics,Supplier_C,72,5,267,133,364,1050.04,0.212,WH2
3255,SKU-03255,Beauty,Supplier_A,70,8,161,282,98,1684.65,0.165,WH3
3256,SKU-03256,Beauty,Supplier_B,145,8,421,250,109,681.47,0.372,WH2
3257,SKU-03257,Beauty,Supplier_C,194,3,241,152,55,1955.35,0.347,WH1
3258,SKU-03258,Clothing,Supplier_A,193,9,756,176,197,203.69,0.407,WH1
3259,SKU-03259,Beauty,Supplier_A,162,11,203,66,336,1463.42,0.184,WH3
3260,SKU-03260,Clothing,Supplier_C,102,13,383,147,260,1338.1,0.978,WH3
3261,SKU-03261,Electronics,Supplier_B,162,11,207,26,199,423.76,0.146,WH2
3262,SKU-03262,Electronics,Supplier_C,183,10,132,282,134,808.25,0.653,WH3
3263,SKU-03263,Electronics,Supplier_A,92,7,200,12,209,660.02,0.013,WH1
3264,SKU-03264,Grocery,Supplier_C,180,6,218,252,96,234.26,0.407,WH2
3265,SKU-03265,Grocery,Supplier_B,37,2,89,117,211,1190.34,0.309,WH2
3266,SKU-03266,Home,Supplier_A,109,2,617,60,204,1987.66,0.382,WH3
3267,SKU-03267,Home,Supplier_B,78,10,504,183,279,1141.2,0.498,WH3
3268,SKU-03268,Home,Supplier_C,86,5,418,125,349,1113.26,0.6,WH1
3269,SKU-03269,Grocery,Supplier_C,23,2,570,192,207,128.61,0.584,WH2
3270,SKU-03270,Grocery,Supplier_B,75,12,662,163,210,321.48,0.631,WH2
3271,SKU-03271,Home,Supplier_C,61,11,29,256,296,1050.78,0.845,WH2
3272,SKU-03272,Home,Supplier_B,151,13,22,85,105,1971.1,0.887,WH2
3273,SKU-03273,Beauty,Supplier_C,83,4,497,253,200,1759.39,0.737,WH1
3274,SKU-03274,Home,Supplier_B,173,7,681,90,348,713.41,0.079,WH1
3275,SKU-03275,Beauty,Supplier_B,46,12,86,238,103,1108.86,0.961,WH1
3276,SKU-03276,Clothing,Supplier_A,184,14,724,81,272,1127.77,0.947,WH3
3277,SKU-03277,Grocery,Supplier_A,120,14,116,227,303,1386.45,0.712,WH1
3278,SKU-03278,Home,Supplier_B,8,12,550,252,117,1391.17,0.517,WH1
3279,SKU-03279,Grocery,Supplier_C,8,9,337,87,102,1590.1,0.251,WH1
3280,SKU-03280,Grocery,Supplier_C,9,14,117,167,294,98.69,0.756,WH1
3281,SKU-03281,Grocery,Supplier_C,45,11,76,57,89,1890.18,0.878,WH3
3282,SKU-03282,Clothing,Supplier_B,112,3,126,33,391,186.62,0.665,WH2
3283,SKU-03283,Electronics,Supplier_B,91,9,107,119,187,978.51,0.629,WH2
3284,SKU-03284,Home,Supplier_B,108,14,672,61,315,1843.18,0.193,WH3
3285,SKU-03285,Electronics,Supplier_B,121,2,675,299,187,1000.95,0.358,WH1
3286,SKU-03286,Electronics,Supplier_A,105,12,390,268,341,174.09,0.723,WH2
3287,SKU-03287,Electronics,Supplier_B,193,3,394,148,259,497.02,0.017,WH2
3288,SKU-03288,Grocery,Supplier_C,79,9,71,284,221,1178.4,0.641,WH2
3289,SKU-03289,Beauty,Supplier_A,187,8,743,53,234,221.33,0.767,WH2
3290,SKU-03290,Grocery,Supplier_C,79,6,60,268,348,876.17,0.335,WH1
3291,SKU-03291,Grocery,Supplier_B,17,14,110,122,289,691.73,0.076,WH2
3292,SKU-03292,Electronics,Supplier_A,146,11,58,236,260,1639.65,0.819,WH3
3293,SKU-03293,Grocery,Supplier_B,192,3,32,74,200,264.76,0.142,WH3
3294,SKU-03294,Electronics,Supplier_A,29,10,627,172,173,1381.46,0.371,WH2
3295,SKU-03295,Beauty,Supplier_C,119,6,640,173,98,842.85,0.707,WH1
3296,SKU-03296,Home,Supplier_B,176,9,123,175,173,1196.11,0.817,WH2
3297,SKU-03297,Electronics,Supplier_B,86,14,762,48,117,450.79,0.862,WH2
3298,SKU-03298,Beauty,Supplier_A,14,5,62,162,280,1238.92,0.53,WH2
3299,SKU-03299,Home,Supplier_A,54,10,228,278,395,1364.26,0.476,WH3
3300,SKU-03300,Clothing,Supplier_B,176,11,619,84,58,186.95,0.848,WH3
3301,SKU-03301,Electronics,Supplier_A,146,8,624,266,315,1657.47,0.563,WH1
3302,SKU-03302,Electronics,Supplier_B,19,3,705,209,174,1729.45,0.579,WH2
3303,SKU-03303,Clothing,Supplier_A,20,4,495,107,370,173.93,0.434,WH2
3304,SKU-03304,Clothing,Supplier_C,6,3,657,113,161,1226.22,0.373,WH2
3305,SKU-03305,Electronics,Supplier_A,162,6,128,173,377,1208.32,0.481,WH2
3306,SKU-03306,Clothing,Supplier_C,34,3,578,122,379,74.29,0.365,WH3
3307,SKU-03307,Grocery,Supplier_A,86,6,233,112,103,717.58,0.344,WH1
3308,SKU-03308,Home,Supplier_A,35,14,623,46,138,1939.41,0.994,WH3
3309,SKU-03309,Home,Supplier_B,81,10,712,115,144,1133.13,0.336,WH2
3310,SKU-03310,Home,Supplier_A,152,3,428,196,299,1869.76,0.256,WH3
3311,SKU-03311,Grocery,Supplier_A,181,10,572,30,366,1367.51,0.354,WH1
3312,SKU-03312,Clothing,Supplier_C,118,8,790,157,215,105.36,0.591,WH2
3313,SKU-03313,Beauty,Supplier_A,39,8,652,138,276,201.54,0.911,WH2
3314,SKU-03314,Clothing,Supplier_B,27,6,96,196,185,1458.25,0.788,WH3
3315,SKU-03315,Electronics,Supplier_C,110,9,114,293,114,1131.41,0.842,WH3
3316,SKU-03316,Home,Supplier_B,101,8,288,208,54,297.95,0.859,WH3
3317,SKU-03317,Clothing,Supplier_B,119,7,380,244,169,1247.42,0.921,WH1
3318,SKU-03318,Beauty,Supplier_B,104,3,549,117,268,1630.06,0.235,WH1
3319,SKU-03319,Electronics,Supplier_B,193,7,702,18,92,1518.32,0.458,WH1
3320,SKU-03320,Grocery,Supplier_C,59,3,181,235,237,530.02,0.385,WH2
3321,SKU-03321,Grocery,Supplier_A,199,2,484,218,75,553.48,0.382,WH2
3322,SKU-03322,Beauty,Supplier_B,12,10,583,254,316,1937.28,0.652,WH3
3323,SKU-03323,Electronics,Supplier_C,172,14,567,297,211,1780.44,0.402,WH2
3324,SKU-03324,Home,Supplier_B,63,6,206,75,282,670.76,0.616,WH1
3325,SKU-03325,Clothing,Supplier_A,132,11,779,162,179,1656.91,0.382,WH2
3326,SKU-03326,Electronics,Supplier_C,36,11,71,200,70,365.39,0.311,WH3
3327,SKU-03327,Grocery,Supplier_C,97,5,507,227,177,433.84,0.353,WH3
3328,SKU-03328,Beauty,Supplier_A,11,13,550,163,125,403.33,0.804,WH3
3329,SKU-03329,Beauty,Supplier_C,6,12,415,286,122,221.06,0.601,WH3
3330,SKU-03330,Clothing,Supplier_A,89,9,111,91,282,1716.62,0.974,WH2
3331,SKU-03331,Beauty,Supplier_C,138,6,670,230,392,1178.67,0.833,WH3
3332,SKU-03332,Beauty,Supplier_C,110,8,376,289,155,554.96,0.486,WH2
3333,SKU-03333,Electronics,Supplier_A,40,4,751,120,58,1704.88,0.242,WH3
3334,SKU-03334,Home,Supplier_A,164,9,630,101,168,1615.16,0.674,WH3
3335,SKU-03335,Clothing,Supplier_C,49,9,767,21,99,246.86,0.727,WH2
3336,SKU-03336,Electronics,Supplier_C,46,4,738,148,59,1306.07,0.464,WH1
3337,SKU-03337,Home,Supplier_A,57,10,163,164,162,1457.58,0.23,WH1
3338,SKU-03338,Electronics,Supplier_A,114,9,218,32,315,1445.86,0.557,WH1
3339,SKU-03339,Electronics,Supplier_C,13,2,342,229,127,1460.13,0.254,WH1
3340,SKU-03340,Beauty,Supplier_C,91,9,351,246,85,380.44,0.94,WH3
3341,SKU-03341,Home,Supplier_C,118,13,283,262,251,664.42,0.629,WH2
3342,SKU-03342,Clothing,Supplier_A,79,12,236,192,361,1696.15,0.292,WH1
3343,SKU-03343,Clothing,Supplier_C,181,5,720,207,167,1801.86,0.216,WH3
3344,SKU-03344,Home,Supplier_B,134,7,575,179,239,594.42,0.717,WH2
3345,SKU-03345,Beauty,Supplier_A,199,14,453,132,291,94.89,0.708,WH3
3346,SKU-03346,Grocery,Supplier_C,15,11,479,43,342,1726.55,0.597,WH1
3347,SKU-03347,Electronics,Supplier_A,54,10,720,12,218,785.33,0.614,WH2
3348,SKU-03348,Beauty,Supplier_B,167,6,522,15,279,692.45,0.604,WH2
